field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
attemptsFromSetPieces,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
awayGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
backwardPasses,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
blockedShots,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
blocks,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
catches,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
cleanSheets,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
clearancesOffTheLine,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
cornersTakenInclShortCorners,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
cornersWon,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
crossesNotClaimed,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
drops,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
duels,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
duelsLost,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
duelsWon,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
expectedAssists,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsFreekick,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTarget,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTargetConceded,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
fiftyFifty,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
forwardPasses,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
foulAttemptedTackle,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
foulWonPenalty,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
freekickTotal,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
gamesPlayed,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
gkSuccessfulDistribution,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
gkUnsuccessfulDistribution,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goalAssists,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goalKicks,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
goalkeeperSmother,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goalsConceded,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goalsConcededInsideBox,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
goalsConcededOutsideBox,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
groundDuels,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
groundDuelsLost,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
groundDuelsWon,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
handballsConceded,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
headedGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
hitWoodwork,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
homeGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
iboxBlocked,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
iboxTarget,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
interceptions,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
keyPassesAttemptAssists,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
lastPlayerTackle,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
leftFootGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
leftsidePasses,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
nationality,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
oboxBlocked,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
oboxTarget,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
offsides,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
openPlayPasses,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
otherGoals,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
overruns,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
ownGoalScored,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
penaltiesConceded,FRL_LOCAL_CSV,player_season,player_season,pre-existing specific grain,unknown,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
